hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,reservation_status
Resort Hotel,TRUE,75,2015,July,29,13,1,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,144.2,Canceled
Resort Hotel,FALSE,101,2015,July,29,13,1,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,107.2,Check-Out
Resort Hotel,TRUE,42,2015,July,29,13,1,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,120,Canceled
Resort Hotel,FALSE,40,2015,July,29,13,1,4,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,120,Check-Out
Resort Hotel,FALSE,109,2015,July,29,13,1,4,3,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,163.8,Check-Out
Resort Hotel,TRUE,81,2015,July,29,13,1,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,98.5,Canceled
Resort Hotel,TRUE,98,2015,July,29,13,1,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,130.5,Canceled
Resort Hotel,FALSE,32,2015,July,29,13,1,5,1,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,C,2,No Deposit,FALSE,Transient,153,Check-Out
Resort Hotel,FALSE,72,2015,July,29,13,1,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,98.5,Check-Out
Resort Hotel,FALSE,115,2015,July,29,13,2,5,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,119.7,Check-Out
Resort Hotel,FALSE,118,2015,July,29,13,2,5,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,184.6,Check-Out
Resort Hotel,FALSE,81,2015,July,29,13,2,5,2,1,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,181.22,Check-Out
Resort Hotel,TRUE,95,2015,July,29,13,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,100.86,Canceled
Resort Hotel,FALSE,16,2015,July,29,13,1,0,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,100.2,Check-Out
Resort Hotel,FALSE,56,2015,July,29,13,1,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,1,No Deposit,FALSE,Transient,134.25,Check-Out
Resort Hotel,FALSE,88,2015,July,29,13,3,5,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Contract,96.3,Check-Out
Resort Hotel,FALSE,41,2015,July,29,13,3,6,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,83.09,Check-Out
Resort Hotel,TRUE,40,2015,July,29,14,0,1,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,105.5,Canceled
Resort Hotel,FALSE,1,2015,July,29,14,0,1,1,0,FALSE,Corporate,Corporate,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,134,Check-Out
Resort Hotel,FALSE,1,2015,July,29,14,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,2,No Deposit,FALSE,Transient,8,Check-Out
Resort Hotel,FALSE,1,2015,July,29,14,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,1,No Deposit,FALSE,Transient,146,Check-Out
Resort Hotel,TRUE,76,2015,July,29,14,0,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,126,Canceled
Resort Hotel,FALSE,0,2015,July,29,14,0,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,111.15,Check-Out
Resort Hotel,FALSE,49,2015,July,29,14,0,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,F,1,No Deposit,FALSE,Transient,136.2,Check-Out
Resort Hotel,FALSE,76,2015,July,29,14,0,5,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,101.8,Check-Out
Resort Hotel,FALSE,73,2015,July,29,14,1,5,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,127,Check-Out
Resort Hotel,FALSE,73,2015,July,29,14,1,5,2,1,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient-Party,161.5,Check-Out
Resort Hotel,FALSE,317,2015,July,29,14,1,5,2,2,FALSE,Direct,TA/TO,FALSE,FALSE,FALSE,H,G,1,No Deposit,FALSE,Transient,230.67,Check-Out
Resort Hotel,TRUE,112,2015,July,29,14,2,5,1,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,65.7,Canceled
Resort Hotel,FALSE,6,2015,July,29,14,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,180,Check-Out
Resort Hotel,FALSE,8,2015,July,29,14,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,1,No Deposit,FALSE,Transient,168.57,Check-Out
Resort Hotel,TRUE,96,2015,July,29,14,2,7,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,107.67,Canceled
Resort Hotel,TRUE,96,2015,July,29,14,2,7,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,96.9,Canceled
Resort Hotel,FALSE,99,2015,July,29,14,2,7,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,107,Check-Out
Resort Hotel,FALSE,66,2015,July,29,14,2,9,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,B,0,No Deposit,FALSE,Transient,73.41,Check-Out
Resort Hotel,FALSE,38,2015,July,29,14,4,10,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,109.9,Check-Out
Resort Hotel,FALSE,38,2015,July,29,14,4,10,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,1,No Deposit,FALSE,Transient,109.9,Check-Out
Resort Hotel,FALSE,113,2015,July,29,14,4,11,3,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,H,H,1,No Deposit,FALSE,Transient,187.5,Check-Out
Resort Hotel,FALSE,0,2015,July,29,14,0,1,1,0,FALSE,Corporate,Corporate,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,134,Check-Out
Resort Hotel,TRUE,62,2015,July,29,15,0,3,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,91.5,Canceled
Resort Hotel,TRUE,39,2015,July,29,15,0,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,132.44,Canceled
Resort Hotel,FALSE,37,2015,July,29,15,2,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,106.9,Check-Out
Resort Hotel,TRUE,58,2015,July,29,15,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,131.86,Canceled
Resort Hotel,FALSE,37,2015,July,29,15,2,6,2,2,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,H,H,0,No Deposit,FALSE,Transient,216.13,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,107,Check-Out
Resort Hotel,FALSE,83,2015,July,29,15,2,7,2,2,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,G,G,0,No Deposit,FALSE,Transient,190.33,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,1,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,F,1,No Deposit,FALSE,Transient-Party,94,Check-Out
Resort Hotel,TRUE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,0,Canceled
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient-Party,98.75,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,3,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,C,1,No Deposit,FALSE,Transient-Party,148.23,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,1,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,E,1,No Deposit,FALSE,Transient-Party,94,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,3,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,C,1,No Deposit,FALSE,Transient-Party,148.23,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,1,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,A,1,No Deposit,FALSE,Transient-Party,0,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,57,2015,July,29,15,0,2,2,0,FALSE,Groups,Direct,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient-Party,98.75,Check-Out
Resort Hotel,TRUE,66,2015,July,29,16,0,2,2,2,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,G,G,0,No Deposit,FALSE,Transient,195,Canceled
Resort Hotel,FALSE,13,2015,July,29,16,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,120.6,Check-Out
Resort Hotel,FALSE,50,2015,July,29,16,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,F,F,0,No Deposit,FALSE,Transient,123.2,Check-Out
Resort Hotel,TRUE,48,2015,July,29,16,0,1,1,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,112,Canceled
Resort Hotel,TRUE,0,2015,July,29,16,0,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,F,F,0,No Deposit,FALSE,Transient,123.2,Canceled
Resort Hotel,FALSE,7,2015,July,29,16,0,1,2,2,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,C,C,1,No Deposit,FALSE,Transient,169,Check-Out
Resort Hotel,FALSE,0,2015,July,29,16,0,2,2,2,FALSE,Direct,Direct,FALSE,FALSE,FALSE,H,G,1,No Deposit,FALSE,Transient,198,Check-Out
Resort Hotel,TRUE,66,2015,July,29,16,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,103.5,Canceled
Resort Hotel,FALSE,13,2015,July,29,16,0,2,2,1,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,135.6,Check-Out
Resort Hotel,FALSE,66,2015,July,29,16,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,103.5,Check-Out
Resort Hotel,FALSE,10,2015,July,29,16,0,3,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,184,Check-Out
Resort Hotel,TRUE,10,2015,July,29,16,0,3,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,134,Canceled
Resort Hotel,TRUE,58,2015,July,29,16,0,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,147,Canceled
Resort Hotel,TRUE,17,2015,July,29,16,0,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,151.33,Canceled
Resort Hotel,FALSE,19,2015,July,29,16,0,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,121.33,Check-Out
Resort Hotel,FALSE,10,2015,July,29,16,2,3,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient-Party,150.2,Check-Out
Resort Hotel,TRUE,12,2015,July,29,16,2,3,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,139,Canceled
Resort Hotel,FALSE,10,2015,July,29,16,2,3,1,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,D,D,1,No Deposit,FALSE,Transient-Party,150.2,Check-Out
Resort Hotel,FALSE,63,2015,July,29,16,1,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,F,0,No Deposit,FALSE,Transient,75.44,Check-Out
Resort Hotel,TRUE,35,2015,July,29,16,1,3,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,135,Canceled
Resort Hotel,FALSE,113,2015,July,29,16,2,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,166,Check-Out
Resort Hotel,TRUE,35,2015,July,29,16,2,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,135,Canceled
Resort Hotel,FALSE,68,2015,July,29,16,2,5,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Contract,130,Check-Out
Resort Hotel,FALSE,113,2015,July,29,16,2,6,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,1,No Deposit,FALSE,Transient,96.3,Check-Out
Resort Hotel,FALSE,21,2015,July,29,16,4,10,1,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,E,1,No Deposit,FALSE,Transient,160,Check-Out
Resort Hotel,FALSE,6,2015,July,29,17,0,0,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,0,Check-Out
Resort Hotel,FALSE,7,2015,July,29,17,0,2,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,F,0,No Deposit,FALSE,Transient,127.25,Check-Out
Resort Hotel,FALSE,17,2015,July,29,17,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,F,0,No Deposit,FALSE,Transient,164,Check-Out
Resort Hotel,FALSE,1,2015,July,29,17,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,E,0,No Deposit,FALSE,Transient,144.5,Check-Out
Resort Hotel,FALSE,2,2015,July,29,17,0,2,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,112,Check-Out
Resort Hotel,TRUE,15,2015,July,29,17,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,134,Canceled
Resort Hotel,TRUE,7,2015,July,29,17,0,2,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,127.25,Canceled
Resort Hotel,FALSE,11,2015,July,29,17,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,155.5,Check-Out
Resort Hotel,TRUE,6,2015,July,29,17,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,110.5,No-Show
Resort Hotel,FALSE,1,2015,July,29,17,0,2,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,144.5,Check-Out
Resort Hotel,FALSE,1,2015,July,29,17,0,2,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,D,E,0,No Deposit,FALSE,Transient,144.5,Check-Out
Resort Hotel,FALSE,48,2015,July,29,17,0,2,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,F,0,No Deposit,FALSE,Transient,123,Check-Out
Resort Hotel,FALSE,15,2015,July,29,17,0,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,E,0,No Deposit,FALSE,Transient,120.6,Check-Out
Resort Hotel,TRUE,3,2015,July,29,17,0,2,1,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,107.6,No-Show
Resort Hotel,TRUE,23,2015,July,29,17,1,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,120.6,Canceled
Resort Hotel,FALSE,53,2015,July,29,17,2,3,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,53,2015,July,29,17,2,3,2,1,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,133.75,Check-Out
Resort Hotel,FALSE,94,2015,July,29,17,2,3,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,103.5,Check-Out
Resort Hotel,FALSE,64,2015,July,29,17,2,3,1,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,84.8,Check-Out
Resort Hotel,FALSE,53,2015,July,29,17,2,3,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,53,2015,July,29,17,2,3,1,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,64,2015,July,29,17,2,3,1,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,84.8,Check-Out
Resort Hotel,FALSE,53,2015,July,29,17,2,3,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient-Party,107,Check-Out
Resort Hotel,FALSE,24,2015,July,29,17,2,3,3,1,FALSE,Direct,Direct,FALSE,FALSE,FALSE,G,G,1,No Deposit,FALSE,Transient,195,Check-Out
Resort Hotel,FALSE,24,2015,July,29,17,2,4,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,164,Check-Out
Resort Hotel,FALSE,23,2015,July,29,17,2,5,2,2,FALSE,Direct,Direct,FALSE,FALSE,FALSE,G,G,0,No Deposit,FALSE,Transient,195,Check-Out
Resort Hotel,FALSE,53,2015,July,29,17,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,D,1,No Deposit,FALSE,Transient,125,Check-Out
Resort Hotel,TRUE,23,2015,July,29,17,2,5,2,2,FALSE,Direct,Direct,FALSE,FALSE,FALSE,G,G,0,No Deposit,FALSE,Transient,195,Canceled
Resort Hotel,FALSE,90,2015,July,29,17,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,1,No Deposit,FALSE,Transient,132.3,Check-Out
Resort Hotel,FALSE,79,2015,July,29,17,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,145,Check-Out
Resort Hotel,FALSE,43,2015,July,29,17,2,5,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,92,Check-Out
Resort Hotel,FALSE,90,2015,July,29,17,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,1,No Deposit,FALSE,Transient,132.3,Check-Out
Resort Hotel,FALSE,65,2015,July,29,17,2,6,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,147,Check-Out
Resort Hotel,FALSE,65,2015,July,29,17,2,6,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,167,Check-Out
Resort Hotel,FALSE,99,2015,July,29,17,2,6,3,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,H,H,0,No Deposit,FALSE,Transient,210,Check-Out
Resort Hotel,FALSE,25,2015,July,29,17,3,7,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,F,F,1,No Deposit,FALSE,Transient,194.9,Check-Out
Resort Hotel,FALSE,92,2015,July,29,17,1,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,3,No Deposit,FALSE,Transient,103.5,Check-Out
Resort Hotel,FALSE,91,2015,July,29,17,1,2,2,1,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,3,No Deposit,FALSE,Transient,118.5,Check-Out
Resort Hotel,FALSE,38,2015,July,29,17,1,2,2,1,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,E,E,1,No Deposit,FALSE,Transient,192,Check-Out
Resort Hotel,FALSE,6,2015,July,29,17,1,2,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Contract,128.27,Check-Out
Resort Hotel,FALSE,38,2015,July,29,17,1,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,135,Check-Out
Resort Hotel,FALSE,13,2015,July,29,17,1,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,126.3,Check-Out
Resort Hotel,TRUE,32,2015,July,29,17,1,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,154,Canceled
Resort Hotel,FALSE,315,2015,July,29,17,1,2,2,0,FALSE,Offline TA/TO,TA/TO,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,96.3,Check-Out
Resort Hotel,FALSE,8,2015,July,29,17,1,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,D,0,No Deposit,FALSE,Transient,126.3,Check-Out
Resort Hotel,TRUE,0,2015,July,29,17,0,1,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,L,C,0,No Deposit,FALSE,Transient,136,Canceled
Resort Hotel,FALSE,91,2015,July,29,17,1,2,2,1,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,4,No Deposit,FALSE,Transient,118.5,Check-Out
Resort Hotel,FALSE,3,2015,July,29,17,1,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,C,0,No Deposit,FALSE,Transient,116.33,Check-Out
Resort Hotel,FALSE,9,2015,July,29,17,2,2,3,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,164,Check-Out
Resort Hotel,FALSE,19,2015,July,29,18,2,1,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,F,0,No Deposit,FALSE,Transient,147.67,Check-Out
Resort Hotel,FALSE,25,2015,July,29,18,2,4,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,145,Check-Out
Resort Hotel,FALSE,108,2015,July,29,18,2,4,2,1,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,1,No Deposit,FALSE,Transient,147,Check-Out
Resort Hotel,TRUE,37,2015,July,29,18,2,4,2,2,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,C,C,0,No Deposit,FALSE,Transient,168.3,Canceled
Resort Hotel,FALSE,45,2015,July,29,18,2,5,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,D,D,0,No Deposit,FALSE,Transient,167,Check-Out
Resort Hotel,FALSE,64,2015,July,29,18,2,5,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,E,0,No Deposit,FALSE,Transient,137.75,Check-Out
Resort Hotel,FALSE,44,2015,July,29,18,2,2,2,0,FALSE,Direct,Direct,FALSE,FALSE,FALSE,E,E,1,No Deposit,FALSE,Transient,145,Check-Out
Resort Hotel,FALSE,26,2015,July,29,18,2,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,132.6,Check-Out
Resort Hotel,TRUE,96,2015,July,29,18,2,2,2,0,FALSE,Online TA,TA/TO,FALSE,FALSE,FALSE,A,A,0,No Deposit,FALSE,Transient,147,Canceled
